nohup: ignoring input
Configuring device: MAX78000, simulate=False.
[2025-11-30 00:51:12] ======================================================================
[2025-11-30 00:51:12] POSE ESTIMATION - CPU TRAINING WITH KNOWLEDGE DISTILLATION
[2025-11-30 00:51:12] ======================================================================
[2025-11-30 00:51:12] Device: cpu
[2025-11-30 00:51:12] CPU Cores detected: 20
[2025-11-30 00:51:12] Compute threads: 16
[2025-11-30 00:51:12] Data loader workers: 8
[2025-11-30 00:51:12] PyTorch threads: 16
[2025-11-30 00:51:12] ----------------------------------------------------------------------
[2025-11-30 00:51:12] Epochs: 100
[2025-11-30 00:51:12] Batch size: 10
[2025-11-30 00:51:12] Learning rate: 0.001
[2025-11-30 00:51:12] Subset: Full dataset
[2025-11-30 00:51:12] Output: pose_cpu_checkpoints
[2025-11-30 00:51:12] ======================================================================
[2025-11-30 00:51:12] Loading dataset...
[2025-11-30 00:51:15] Dataset: 132021 total, 118818 train, 13203 val
[2025-11-30 00:51:15] Train batches: 11882, Val batches: 1321
[2025-11-30 00:51:15] Creating student model...
[2025-11-30 00:51:15] Student model parameters: 659,136
[2025-11-30 00:51:15] Loading teacher model...
[2025-11-30 00:51:18] Teacher model parameters: 4,091,698
[2025-11-30 00:51:18] Compression ratio: 6.2x
[2025-11-30 00:51:21] 
======================================================================
[2025-11-30 00:51:21] STARTING TRAINING
[2025-11-30 00:51:21] ======================================================================
[2025-11-30 00:51:21] 
Epoch 1/100 (LR: 0.001000)
[2025-11-30 00:51:21] --------------------------------------------------
[2025-11-30 00:55:55]   Batch 10/11882 | Loss: 14.3326 | Student: 47.0233 | Distill: 0.3223 | Time: 26.8s | ETA: 90.3h
[2025-11-30 01:00:32]   Batch 20/11882 | Loss: 10.1596 | Student: 33.0885 | Distill: 0.3329 | Time: 27.5s | ETA: 91.2h
[2025-11-30 01:05:14]   Batch 30/11882 | Loss: 12.4132 | Student: 40.5883 | Distill: 0.3382 | Time: 28.1s | ETA: 92.6h
[2025-11-30 01:09:50]   Batch 40/11882 | Loss: 9.0717 | Student: 29.4607 | Distill: 0.3335 | Time: 27.2s | ETA: 91.0h
[2025-11-30 01:14:31]   Batch 50/11882 | Loss: 6.5351 | Student: 21.0411 | Distill: 0.3183 | Time: 28.4s | ETA: 92.2h
[2025-11-30 01:19:02]   Batch 60/11882 | Loss: 12.8056 | Student: 41.9663 | Distill: 0.3082 | Time: 27.0s | ETA: 89.0h
[2025-11-30 01:23:32]   Batch 70/11882 | Loss: 8.4075 | Student: 27.3388 | Distill: 0.2940 | Time: 26.9s | ETA: 88.6h
[2025-11-30 01:28:02]   Batch 80/11882 | Loss: 13.0589 | Student: 42.8900 | Distill: 0.2741 | Time: 26.9s | ETA: 88.3h
[2025-11-30 01:32:31]   Batch 90/11882 | Loss: 10.0574 | Student: 32.9633 | Distill: 0.2406 | Time: 26.9s | ETA: 88.2h
[2025-11-30 01:37:01]   Batch 100/11882 | Loss: 11.4295 | Student: 37.5893 | Distill: 0.2181 | Time: 27.0s | ETA: 88.4h
[2025-11-30 01:41:30]   Batch 110/11882 | Loss: 9.4511 | Student: 31.0292 | Distill: 0.2034 | Time: 27.1s | ETA: 88.2h
[2025-11-30 01:46:00]   Batch 120/11882 | Loss: 8.7360 | Student: 28.6714 | Distill: 0.1923 | Time: 26.8s | ETA: 88.0h
[2025-11-30 01:50:29]   Batch 130/11882 | Loss: 9.6338 | Student: 31.6801 | Distill: 0.1853 | Time: 26.9s | ETA: 88.0h
[2025-11-30 01:54:59]   Batch 140/11882 | Loss: 12.5929 | Student: 41.5616 | Distill: 0.1778 | Time: 26.8s | ETA: 88.0h
[2025-11-30 01:59:28]   Batch 150/11882 | Loss: 12.2993 | Student: 40.5967 | Distill: 0.1719 | Time: 26.8s | ETA: 87.5h
[2025-11-30 02:03:57]   Batch 160/11882 | Loss: 10.2015 | Student: 33.6276 | Distill: 0.1618 | Time: 26.7s | ETA: 87.5h
[2025-11-30 02:08:26]   Batch 170/11882 | Loss: 7.2266 | Student: 23.7219 | Distill: 0.1572 | Time: 26.8s | ETA: 87.6h
[2025-11-30 02:12:56]   Batch 180/11882 | Loss: 7.7590 | Student: 25.5012 | Distill: 0.1552 | Time: 27.2s | ETA: 87.8h
[2025-11-30 02:17:25]   Batch 190/11882 | Loss: 10.3426 | Student: 34.1226 | Distill: 0.1511 | Time: 27.1s | ETA: 87.3h
[2025-11-30 02:21:53]   Batch 200/11882 | Loss: 9.2393 | Student: 30.4578 | Distill: 0.1456 | Time: 26.9s | ETA: 87.2h
